#Identifiant;Libellé_du_site;Caractéristique_du_site;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Pays;latitude;longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_de_timbres;Photocopie;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Bornes_de_rechargement_MONEO;Accessibilité_Absence_de_ressaut_de_plus_de_2_cm_de_haut;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilité_Boucle_magnétique_en_état_de_fonctionnement;Accessibilité_Distributeur_de_billets_avec_prise_audio;Accessibilité_Entrée_autonome_en_fauteuil_roulant_possible;Accessibilité_Pas_d_escalier_ou_bandes_de_vigilance_présentes;Accessibilité_Présence_d_un_panneau_prioritaire
00110A;NURIEUX VOLOGNAT BP;Bureau de poste;31 ROUTE DE BERTHIAND;;;01460;NURIEUX VOLOGNAT;FRANCE;46.186;5.52777;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00111A;NANTUA BP;Bureau de poste;6 RUE DES MONTS D AIN; ; ;01130;NANTUA;FRANCE;46.1511;5.60574;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui
00112A;NEUVILLE LES DAMES BP;Bureau de poste;RUE DE LA POSTE;;;01400;NEUVILLE LES DAMES;FRANCE;46.1615;5.00421;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
00113A;NEUVILLE SUR AIN AP;Relais poste commerçant;583 RUE PIERRE GOUJON;TABAC PRESSE MR GOUTTE;;01160;NEUVILLE SUR AIN;FRANCE;46.0799;5.37229;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00114A;LES NEYROLLES AP;Relais poste commerçant;2 PLACE DES VIGNETTES;MAGASIN RELAIS DES MOUSQUETAIRES;;01130;LES NEYROLLES;FRANCE;46.1424;5.63377;Géocodé au numéro;0474751529;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00115A;NEYRON AP;Relais poste commerçant; ; ; ;01700;NEYRON;FRANCE;45.8153;4.93265;Géocodé au numéro;0478553935;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00116A;OYONNAX;Bureau de poste;69 COURS DE VERDUN;;;01100;OYONNAX;FRANCE;46.260001;5.648003;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non
00117A;PARCIEUX AP;Agence postale commnunale;RUE DE LA FONTAINE; ; ;01600;PARCIEUX;FRANCE;45.9155;4.82408;Géocodé au numéro;0437929174;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00118A;PERON AP;Relais poste commerçant;ZA DU PRE MUNNY;INTERMARCHE CONTACT SAS FERNEIGE; ;01630;PERON;FRANCE;46.1883;5.92446;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00119A;PERONNAS BP;Bureau de poste;ALLEE DE LA GRANGE MAGNIEN;;;01960;PERONNAS;FRANCE;46.178553;5.205706;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui
00120A;PEYRIEU AP;Relais poste commerçant; ;MAGASIN VIVAL; ;01300;PEYRIEU;FRANCE;45.6772;5.67702;Géocodé au centre de la commune;0479420013;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00121A;POLLIAT BP;Bureau de poste;PLACE DE LA POSTE;;;01310;POLLIAT;FRANCE;46.2481;5.12651;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00122A;PONCIN BP;Bureau de poste;1 AVENUE DU PARC; ; ;01450;PONCIN;FRANCE;46.085585;5.405864;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00123A;PONT D AIN;Bureau de poste;8 RUE LOUISE DE SAVOIE;;;01160;PONT D AIN;FRANCE;46.0497;5.34111;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00124A;PONT DE VAUX BP;Bureau de poste;77 RUE MAL DE LATTRE DE TASSIGNY; ; ;01190;PONT DE VAUX;FRANCE;46.4323;4.94105;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui
00125A;PONT DE VEYLE;Bureau de poste;18 RUE DE LA POSTE;;;01290;PONT DE VEYLE;FRANCE;46.2636;4.88699;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00126A;POUGNY AP;Relais poste commerçant; ; ; ;01550;POUGNY;FRANCE;46.1396;5.9502;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00127A;PREVESSIN CERN BP;Bureau de poste;ROUTE DE ST GENIS; ; ;01280;PREVESSIN MOENS;FRANCE;46.2565;6.07993;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00128A;PRIAY AP;Relais poste commerçant; ; ; ;01160;PRIAY;FRANCE;46.0033;5.2893;Géocodé au numéro;0474356270;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00129A;REPLONGES BP;Bureau de poste;535 ROUTE DU CREUX;;;01750;REPLONGES;FRANCE;46.3091;4.88472;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00130A;REYRIEUX BP;Bureau de poste;ROUTE DE REYRIEUX; ; ;01600;REYRIEUX;FRANCE;45.9368;4.81811;Géocodé au centre de la commune;3631;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00131A;RUFFIEU AP;Agence postale commnunale; ; ; ;01260;RUFFIEU;FRANCE;45.9934;5.66378;Géocodé au centre de la commune;0479877119;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00132A;SAINT ANDRE DE CORCY BP;Bureau de poste;LES MILLIERES; ; ;01390;ST ANDRE DE CORCY;FRANCE;45.9245;4.95337;Géocodé au centre de la commune;3631;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui
00133A;SAINT BENOIT AP;Relais poste commerçant; ; ; ;01300;ST BENOIT;FRANCE;45.6944;5.58738;Géocodé au centre de la commune;0474397523;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00134A;SAINT BERNARD AP;Agence postale commnunale;290 RUE DE LA SAONE; ; ;01600;ST BERNARD;FRANCE;45.9451;4.73619;Géocodé au numéro;0474007624;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00135A;SAINT CYR SUR MENTHON AP;Relais poste commerçant; ; ; ;01380;ST CYR SUR MENTHON;FRANCE;46.2756;4.97382;Géocodé au centre de la commune;0385363517;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00136A;ST DENIS EN BUGEY BP;Bureau de poste;PLACE ALEXANDRE BERARD;;;01500;ST DENIS EN BUGEY;FRANCE;45.9518;5.3285;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00137A;SAINT DIDIER D AUSSIAT AP;Relais poste commerçant;LE BOURG; ; ;01340;ST DIDIER D AUSSIAT;FRANCE;46.3073;5.06147;Géocodé au centre de la commune;0474505479;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00138A;SAINT DIDIER SUR CHALARONNE BP;Bureau de poste;23 ALLEE DU CENTRE;;;01140;ST DIDIER SUR CHALARONNE;FRANCE;46.1773;4.81613;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00139A;SAINT ETIENNE DU BOIS BP;Bureau de poste;190 RUE CENTRALE; ; ;01370;ST ETIENNE DU BOIS;FRANCE;46.286;5.29255;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00140A;SAINT ETIENNE SUR CHALARONNE AP;Agence postale commnunale; ; ; ;01140;ST ETIENNE SUR CHALARONNE;FRANCE;46.1476;4.86765;Géocodé au milieu de la rue;0474242982;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00141A;SAINT GENIS POUILLY BP;Bureau de poste;119 AVENUE DE LA REPUBLIQUE; ; ;01630;ST GENIS POUILLY;FRANCE;46.2434;6.02509;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
00142A;SAINT GERMAIN DE JOUX AP;Relais poste commerçant;RUE DU COMMERCE;EPICERIE TABAC; ;01130;ST GERMAIN DE JOUX;FRANCE;46.1799;5.7381;Géocodé au milieu de la rue;0450598223;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00143A;SAINT JEAN DE GONVILLE AP;Relais poste commerçant;120 RUE DE LA LOUVATIERE; ; ;01630;ST JEAN DE GONVILLE;FRANCE;46.2125;5.95293;Géocodé au milieu de la rue;0450564052;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00144A;ST JEAN DE NIOST AP;Relais poste commerçant; ; ; ;01800;ST JEAN DE NIOST;FRANCE;45.845;5.21697;Géocodé au milieu de la rue;0474611395;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00145A;SAINT JEAN LE VIEUX BP;Bureau de poste;PLACE DU CHAMP DE FOIRE;;;01640;ST JEAN LE VIEUX;FRANCE;46.0284;5.38991;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00146A;ST JEAN SUR REYSSOUZE AP;Relais poste commerçant; ; ;LE VILLAGE;01560;ST JEAN SUR REYSSOUZE;FRANCE;46.3969;5.06234;Géocodé au centre de la commune;0474526526;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00147A;SAINT JULIEN SUR REYSSOUZE AP;Agence postale commnunale;LE VILLAGE; ; ;01560;ST JULIEN SUR REYSSOUZE;FRANCE;46.4018;5.11115;Géocodé au centre de la commune;0474526100;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00148A;ST LAURENT SUR SAONE BP;Bureau de poste;23 RUE DE LA POSTE;;;01750;ST LAURENT SUR SAONE;FRANCE;46.3036;4.84036;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00149A;SAINT MARTIN DU FRESNE AP;Agence postale commnunale;2 RUE DU STADE; ; ;01430;ST MARTIN DU FRENE;FRANCE;46.139742;5.552613;Géocodé au numéro;0474757024;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00150A;APC SAINT MARTIN DU MONT AP;Relais poste commerçant;PLACE DE L EGLISE;LE TEMPS DES COURSES;;01160;ST MARTIN DU MONT;FRANCE;46.1017;5.32803;Géocodé au centre de la commune;0474355382;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00151A;SAINT MAURICE DE BEYNOST BP;Bureau de poste;CITE DES FOLLIETS;92 BATIMENT ARC EN CIEL;;01700;ST MAURICE DE BEYNOST;FRANCE;45.8303;4.97963;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Oui
00152A;SAINT MAURICE DE GOURDANS BP;Bureau de poste;2 PLACE DE L EGLISE;;;01800;ST MAURICE DE GOURDANS;FRANCE;45.8215;5.19555;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00153A;ST MAURICE DE REMENS BP;Bureau de poste;RUE DE LA LIBERATION;;;01500;ST MAURICE DE REMENS;FRANCE;45.959105;5.27598;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00154A;SAINT NIZIER LE BOUCHOUX AP;Agence postale commnunale; ; ; ;01560;ST NIZIER LE BOUCHOUX;FRANCE;46.4596;5.15013;Géocodé au centre de la commune;0474529057;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00155A;SAINT PAUL DE VARAX;Bureau de poste;PLACE LOUIS JOURDAN;;;01240;ST PAUL DE VARAX;FRANCE;46.0988;5.12925;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00156A;SAINT RAMBERT EN BUGEY BP;Bureau de poste;RUE DE LA GRENETTE; ; ;01230;ST RAMBERT EN BUGEY;FRANCE;45.9484;5.43993;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00157A;SAINT SORLIN EN BUGEY AP;Relais poste commerçant;RUE SOUS LE BOURG;;;01150;ST SORLIN EN BUGEY;FRANCE;45.8825;5.37232;Géocodé au milieu de la rue;0474359264;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00158A;SAINT TRIVIER DE COURTES BP;Bureau de poste;PLACE FERNAND RUDE;;;01560;ST TRIVIER DE COURTES;FRANCE;46.4589;5.08413;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
00159A;SAINT TRIVIER SUR MOIGNANS BP;Bureau de poste;PLACE DE LA MAIRIE; ; ;01990;ST TRIVIER SUR MOIGNANS;FRANCE;46.0726;4.89816;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
00160A;SAINT VULBAS AP;Agence postale commnunale;827 RUE CLAIRES FONTAINES;;;01150;ST VULBAS;FRANCE;45.8337;5.29112;Géocodé au milieu de la rue;0474465063;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00161A;SAULT BRENAZ AP;Agence postale commnunale;36 GRANDE RUE;;;01150;SAULT BRENAZ;FRANCE;45.8553;5.41057;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00162A;SERMOYER AP;Agence postale commnunale; ; ; ;01190;SERMOYER;FRANCE;46.4986;4.98097;Géocodé au centre de la commune;0385518000;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00163A;SERRIERES DE BRIORD BP;Bureau de poste;LE BOURG; ; ;01470;SERRIERES DE BRIORD;FRANCE;45.8075;5.44839;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00164A;SEYSSEL BP;Bureau de poste;8 QUAI DU GENERAL DE GAULLE; ; ;01420;SEYSSEL;FRANCE;45.957833;5.831895;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00165A;SIMANDRE AP;Relais poste commerçant; ; ; ;01250;SIMANDRE SUR SURAN;FRANCE;46.2248;5.41625;Géocodé au centre de la commune;0474217485;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00166A;TENAY BP;Bureau de poste;LE BOURG; ; ;01230;TENAY;FRANCE;45.918945;5.50926;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00167A;THEZILLIEU AP;Agence postale commnunale; ; ; ;01110;THEZILLIEU;FRANCE;45.8932;5.59925;Géocodé au centre de la commune;0474375741;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00168A;THOIRY BP;Bureau de poste;342 RUE BRIAND STRESEMANN;;;01710;THOIRY;FRANCE;46.2365;5.98043;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui
00169A;THOISSEY;Bureau de poste;23 RUE DE L EGLISE;CITE ADMINISTRATIVE;;01140;THOISSEY;FRANCE;46.173467;4.800494;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00170A;TORCIEU AP;Relais poste commerçant;LE BOURG; ; ;01230;TORCIEU;FRANCE;45.923;5.39535;Géocodé au centre de la commune;0474362741;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00171A;TOSSIAT AP;Agence postale commnunale; ; ; ;01250;TOSSIAT;FRANCE;46.139315;5.31675;Géocodé au numéro;0474423092;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00172A;TRAMOYES AP;Relais poste commerçant;105 ROUTE DE LA BOISSE;MULTISERVICE MR PUTEY; ;01390;TRAMOYES;FRANCE;45.8746;4.96587;Géocodé au numéro;0478910533;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00173A;TREFFORT CUISIAT BP;Bureau de poste;PLACE DU CHAMP DE FOIRE; ; ;01370;TREFFORT CUISIAT;FRANCE;46.2703;5.36777;Géocodé au milieu de la rue;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
00174A;TREVOUX;Bureau de poste;2 BOULEVARD DES COMBATTANTS;;;01600;TREVOUX;FRANCE;45.9399;4.78077;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
00175A;VAUX EN BUGEY AP;Relais poste commerçant;10 RUE DE L'EGLISE;TABAC PRESSE ANCHISE CHRISTIAN; ;01150;VAUX EN BUGEY;FRANCE;45.9278;5.35028;Géocodé au milieu de la rue;0474357040;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00176A;VERJON AP;Agence postale commnunale;LE VILLAGE; ; ;01270;VERJON;FRANCE;46.346;5.35058;Géocodé au centre de la commune;0474515435;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00177A;VERSAILLEUX AP;Relais poste commerçant;LE BOURG; ; ;01330;VERSAILLEUX;FRANCE;45.9808;5.10314;Géocodé au centre de la commune;0474982622;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00178A;LE BALMAY VIEU D IZENAVE AP;Agence postale commnunale;111 RUE DE LA POSTE;;LE BALMAY;01430;VIEU D IZENAVE;FRANCE;46.08;5.5299;Géocodé au centre de la commune;0474763505;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00179A;VILLARS LES DOMBES;Bureau de poste;25 PLACE DE L HOTEL DE VILLE;;;01330;VILLARS LES DOMBES;FRANCE;46.001314;5.029721;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui
00180A;VILLEBOIS AP;Agence postale commnunale;PLACE DE LA VERCHERE; ; ;01150;VILLEBOIS;FRANCE;45.8479;5.43459;Géocodé au centre de la commune;0474366268;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00181A;VILLENEUVE AP;Agence postale commnunale;10 ROUTE DE ST TRIVIER; ; ;01480;VILLENEUVE;FRANCE;46.0204;4.83562;Géocodé au centre de la commune;0474007474;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00182A;VILLEREVERSURE AP;Relais poste commerçant;1 PLACE DE LA GARE;AU CROISSANT DE LUNE; ;01250;VILLEREVERSURE;FRANCE;46.1854;5.38262;Géocodé au centre de la commune;0474306587;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00183A;VILLIEU LOYES MOLLON AP;Relais poste commerçant;302 AVENUE CHARLES DE GAULLE;VIVAL; ;01800;VILLIEU LOYES MOLLON;FRANCE;45.9204;5.22332;Géocodé au numéro;0474610200;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00184A;VIRIAT BP;Agence postale commnunale;332 RUE PROSPER CONVERT;;;01440;VIRIAT;FRANCE;46.2541;5.21554;Géocodé au numéro;0474148314;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
00185A;VIRIEU LE GRAND BP;Bureau de poste;PLACE HONORE D URFE;;;01510;VIRIEU LE GRAND;FRANCE;45.8479;5.65115;Géocodé au milieu de la rue;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00186A;VIRIGNIN AP;Relais poste commerçant;ROUTE NATIONALE;;;01300;VIRIGNIN;FRANCE;45.7174;5.71333;Géocodé au centre de la commune;0479425244;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00187A;VONNAS BP;Bureau de poste;56 RUE CLAUDE MOREL; ; ;01540;VONNAS;FRANCE;46.2259;4.99338;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
00188A;PREVESSIN MOENS BP;Bureau de poste;88 CHEMIN DE L EGLISE;LE COLOMBIER;;01280;PREVESSIN MOENS;FRANCE;46.2529;6.07648;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00189A;MIRIBEL LES ECHETS AP;Relais poste commerçant; ; ; ;01700;MIRIBEL;FRANCE;45.8241;4.95062;Géocodé au numéro;0437260407;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00189B;PIERREFONDS AEROPORT BP;Bureau de poste;ROUTE DE L AEROPORT;;;97410;ST PIERRE;FRANCE;-21.320235;55.428385;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00190B;SAINT FIEL AP;Relais poste commerçant;4 PLACE DE L EGLISE;AUBERGE DE SAINT FIEL JOELLE MOREAU;;23000;ST FIEL;FRANCE;46.213583;1.895016;Géocodé au numéro;0555418333;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00191B;BERCENAY EN OTHE AP;Relais poste commerçant;12 RUE DE CHAMOY;BOULANGERIE BECKER;;10190;BERCENAY EN OTHE;FRANCE;48.1978;3.89697;Géocodé au numéro;0325758042;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00193A;AMBERIEU GARE BP;Bureau de poste;AVENUE ROGER SALENGRO;;;01500;AMBERIEU EN BUGEY;FRANCE;45.954;5.3437;Géocodé au milieu d un îlot;3631;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui
00196A;BOURG EN BRESSE MAGINOT BP;Bureau de poste;45 AVENUE MAGINOT; ; ;01000;BOURG EN BRESSE;FRANCE;46.2101;5.22731;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non
00197A;OYONNAX ANATOLE FRANCE BP;Bureau de poste;4 PLACE DU 11 NOVEMBRE 1943;;;01100;OYONNAX;FRANCE;46.258807;5.657093;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non
00198A;BOURG LES VENNES BP;Bureau de poste;11 RUE LA FONTAINE;MAISON DE QUARTIER DES VENNES;;01000;BOURG EN BRESSE;FRANCE;46.1892;5.22825;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Oui
00199A;BELLEGARDE MUSINENS BP;Bureau de poste;10 R I ET FREDERIC JOLIOT CURIE;;;01200;BELLEGARDE SUR VALSERINE;FRANCE;46.119232;5.813645;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Oui
00201A;ST QUENTIN JEAN BART BP;Bureau de poste;106 RUE D ISLE;;;02100;ST QUENTIN;FRANCE;49.8429509;3.2934574;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
00203A;AMBLENY BP;Bureau de poste;2 RUE MAHIEUX;;;02290;AMBLENY;FRANCE;49.3792;3.18286;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00204A;AMIFONTAINE AP;Agence postale commnunale;8 RUE DES MEGRETS; ; ;02190;AMIFONTAINE;FRANCE;49.4839;3.91872;Géocodé au milieu de la rue;0323226160;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00205A;ANIZY LE CHATEAU;Bureau de poste;8 RUE JEAN JAURES;;;02320;ANIZY LE CHATEAU;FRANCE;49.505403;3.451646;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
00206A;ANY MARTIN RIEUX AP;Relais poste commerçant;17 RUE DE BELLEVUE;CAFE RESTAURANT TABAC STATION SERVICE;;02500;ANY MARTIN RIEUX;FRANCE;49.881;4.22363;Géocodé au centre de la commune;0323580523;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00207A;ATHIES SOUS LAON BP;Bureau de poste;3 RUE DES ECOLES; ; ;02840;ATHIES SOUS LAON;FRANCE;49.5757;3.6799;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non
00208A;AUBENTON BP;Bureau de poste;11 RUE JEAN MERMOZ;;;02500;AUBENTON;FRANCE;49.8362;4.20346;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00209A;AULNOIS SOUS LAON BP;Bureau de poste;9004 RUE DE CHAMBRY;;;02000;AULNOIS SOUS LAON;FRANCE;49.6121265;3.6073827;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00210A;BARENTON BUGNY AP;Relais poste commerçant;13 RUE DU TILLE;Café de Mme Beaudeux;;02000;BARENTON BUGNY;FRANCE;49.6337;3.64966;Géocodé au milieu de la rue;0323238530;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00211A;BARISIS AP;Agence postale commnunale;13 RUE MOUTIER; ; ;02700;BARISIS;FRANCE;49.5804;3.33191;Géocodé au milieu de la rue;0323392679;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00214A;BEAUREVOIR BP;Bureau de poste;2 RUE DE LA POSTE;;;02110;BEAUREVOIR;FRANCE;49.9976;3.30758;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
00215A;BEAURIEUX BP;Bureau de poste;2 RUE DU CLOITRE;;;02160;BEAURIEUX;FRANCE;49.3953;3.73954;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
00216A;BEAUTOR BP;Bureau de poste;15 RUE DE TERGNIER;;;02800;BEAUTOR;FRANCE;49.6593;3.3456;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
